#;FORM;LEMMA;GRAM;COMMENT;CHECKED;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM
10;каком-то;КАКОЙ-ТО;A - loc sg plen m -;;;о;т;;м;о;к;A;КАКОЙ-ТО;A - loc sg plen m -
11;сериале;СЕРИАЛ;S m inan loc sg;;;е;л;а;и;р;е;S;СЕРИАЛ;S m inan loc sg
12;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
13;пришел;ПРИЙТИ;V pf praet sg indic m -;;;л;е;ш;и;р;п;V;ПРИЙТИ;V pf praet sg indic m -
14;в;В;PR;;;в;;;;;;PR;В;PR
15;семью;СЕМЬЯ;S f inan acc sg;;;ю;ь;м;е;с;;S;СЕМЬЯ;S f inan acc sg
16;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
17;ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
18;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
19;же;ЖЕ;PART;;;е;ж;;;;;PART;ЖЕ;PART
20;близкий;БЛИЗКИЙ;A - nom sg plen m -;;;й;и;к;з;и;л;A;БЛИЗКИЙ;A - nom sg plen m -
21;друг;ДРУГ;S m anim nom sg;;;г;у;р;д;;;S;ДРУГ;S m anim nom sg
22;ребят;РЕБЯТА;S - anim gen pl;;;т;я;б;е;р;;S;РЕБЯТА;S - anim gen pl
23;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
24;они;ОНИ;SPRO pl - - nom;;;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom
25;мне;Я;SPRO sg 1p - dat;;;е;н;м;;;;SPRO;Я;SPRO sg 1p - loc
26;рассказывали;РАССКАЗЫВАТЬ;V ipf praet pl indic - -;;;и;л;а;в;ы;з;V;РАССКАЗЫВАТЬ;V ipf praet pl indic - -
27;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
28;пришел;ПРИЙТИ;V pf praet sg indic m -;;;л;е;ш;и;р;п;V;ПРИЙТИ;V pf praet sg indic m -
29;в;В;PR;;;в;;;;;;PR;В;PR
30;семью;СЕМЬЯ;S f inan acc sg;;;ю;ь;м;е;с;;S;СЕМЬЯ;S f inan acc sg
31;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
32;говорит;ГОВОРИТЬ;V ipf praes sg indic - 3p;;;т;и;р;о;в;о;V;ГОВОРИТЬ;V ipf praes sg indic - 3p
33;:;:;PUNC;;;;;;;;;PUNC;:;PUNC
34;«;«;PUNC;;;;;;;;;PUNC;«;PUNC
35;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
36;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
37;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
38;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
39;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
40;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
41;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
42;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
43;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
44;щас;СЕЙЧАС;ADV -;distort ;;с;а;щ;;;;ADV;ЩАС;ADV -
45;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
46;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
47;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;сейчас;СЕЙЧАС;ADV -;;;с;а;ч;й;е;с;ADV;СЕЙЧАС;ADV -
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
2;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
3;снимусь;СНЯТЬСЯ;V pf fut sg indic - 1p;;;ь;с;у;м;и;н;V;СНЯТЬСЯ;V pf fut sg indic - 1p
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
6;мы;МЫ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom
7;типо;ТИПО;PART;distort;;о;п;и;т;;;S;ТИПО;S m anim nonflex nonflex
8;оплатим;ОПЛАТИТЬ;V pf fut pl indic - 1p;;;м;и;т;а;л;п;V;ОПЛАТИТЬ;V pf - pl imper - 1p
9;»;»;PUNC;;;;;;;;;PUNC;»;PUNC
10;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
2;Лада;ЛАДА;persn;;;а;д;а;л;;;S;ЛАДА;S f anim nom sg
3;И;И;CONJ;;;и;;;;;;S;И;S - - nonflex nonflex
4;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
5;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
6;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
7;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
8;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
9;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
10;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
11;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
12;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
13;в;В;PR;;;в;;;;;;S;В;S - - nonflex nonflex
14;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
15;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
16;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
2;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
3;ты;ТЫ;SPRO sg 2p - nom;;;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom
4;представляешь;ПРЕДСТАВЛЯТЬ;V ipf praes sg indic - 2p;;;ь;ш;е;я;л;в;V;ПРЕДСТАВЛЯТЬ;V ipf praes sg indic - 2p
5;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
6;каково;КАКОЙ;ADV -;;;о;в;о;к;а;к;ADV;КАКОВО;ADV -
7;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
8;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
9;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
10;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
11;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
12;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
13;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
14;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
15;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
16;щас;СЕЙЧАС;ADV -;distort ;;с;а;щ;;;;ADV;ЩАС;ADV -
17;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
18;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
19;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;сейчас;СЕЙЧАС;ADV -;;;с;а;ч;й;е;с;ADV;СЕЙЧАС;ADV -
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
2;этой;ЭТОТ;APRO - dat sg plen f -;;;й;о;т;э;;;A;ЭТОТ;A - gen sg plen f -
3;маме;МАМА;S f anim dat sg;;;е;м;а;м;;;S;МАМА;S f anim dat sg
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;у;У;PR;;;у;;;;;;PR;У;PR
6;которой;КОТОРЫЙ;APRO - gen sg plen f -;;;й;о;р;о;т;о;A;КОТОРЫЙ;A - loc sg plen f -
7;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
8;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
9;буквально;БУКВАЛЬНО;ADV -;;;о;н;ь;л;а;в;ADV;БУКВАЛЬНО;ADV -
10;пару;ПАРА;S f inan acc sg;;;у;р;а;п;;;S;ПАРА;S f inan acc sg
11;дней;ДЕНЬ;S m inan gen pl;;;й;е;н;д;;;S;ДЕНЬ;S m inan gen pl
12;назад;НАЗАД;ADV -;;;д;а;з;а;н;;ADV;НАЗАД;ADV -
13;умер;УМЕРЕТЬ;V pf praet sg indic m -;;;р;е;м;у;;;V;УМЕРЕТЬ;V pf praet sg indic m -
14;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
15;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
16;...;...;SENT;;;;;;;;;SENT;...;SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
5;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
6;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
7;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
8;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
9;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
10;иии;И;CONJ;distort ;;и;и;и;;;;S;ИИИ;S m inan gen sg
11;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
12;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
13;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
4;у;У;PR;;;у;;;;;;PR;У;PR
5;них;ОНИ;SPRO pl - - gen;;;х;и;н;;;;SPRO;ОНИ;SPRO pl - - loc
6;нет;НЕТ;ADV -;;;т;е;н;;;;ADV;НЕТ;ADV -
7;денег;ДЕНЬГИ;S - inan gen pl;;;г;е;н;е;д;;S;ДЕНЬГИ;S - inan gen pl
8;на;НА;PR;;;а;н;;;;;PR;НА;PR
9;лечение;ЛЕЧЕНИЕ;S n inan acc sg;;;е;и;н;е;ч;е;S;ЛЕЧЕНИЕ;S n inan acc sg
10;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
11;этого;ЭТОТ;APRO - gen sg plen m anim;;;о;г;о;т;э;;A;ЭТОТ;A - acc sg plen m anim
12;старшего;СТАРШИЙ;A - gen sg plen m -;;;о;г;е;ш;р;а;A;СТАРШИЙ;A - gen sg plen m -
13;сына;СЫН;S m anim gen sg;;;а;н;ы;с;;;S;СЫН;S m anim gen sg
14;теперь;ТЕПЕРЬ;ADV -;;;ь;р;е;п;е;т;ADV;ТЕПЕРЬ;ADV -
15;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
16;это;ЭТО;SPRO - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg
17;вообще;ВООБЩЕ;ADV -;;;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -
18;…;…;SENT;;;;;;;;;SENT;…;SENT
;;;;;;;;;;;;;;
1;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
2;Лада;ЛАДА;persn;;;а;д;а;л;;;S;ЛАДА;S f anim nom sg
3;Но;НО;CONJ;;;о;н;;;;;CONJ;НО;CONJ
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
6;читала;ЧИТАТЬ;V ipf praet sg indic f -;;;а;л;а;т;и;ч;V;ЧИТАТЬ;V ipf praet sg indic f -
7;интервью;ИНТЕРВЬЮ;S n inan acc sg;;;ю;ь;в;р;е;т;S;ИНТЕРВЬЮ;S n inan nonflex nonflex
8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
9;там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -
10;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
11;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
12;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
13;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
14;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
15;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
16;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
17;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
18;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
19;че;ЧТО;SPRO  nom sg;distort ;;е;ч;;;;;S;ЧЕ;S n inan nonflex nonflex
20;-;-;;;;;;;;;;PUNC;-;PUNC
21;то;ТО;;слитно;;о;т;;;;;NONLEX;ТО;NONLEX
22;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
23;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
24;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;что-то;ЧТО-ТО;SPRO  nom sg;;;о;т;;о;т;ч;S;ЧТО-ТО;S n inan nom sg
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;про;ПРО;PR;;;о;р;п;;;;PR;ПРО;PR
2;Нагиева;НАГИЕВ;persn;;;а;в;е;и;г;а;S;НАГИЕВ;S m inan loc sg
3;говорили;ГОВОРИТЬ;V ipf praet pl indic - -;;;и;л;и;р;о;в;V;ГОВОРИТЬ;V ipf praet pl indic - -
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;что;ЧТО;CONJ;;;о;т;ч;;;;CONJ;ЧТО;CONJ
6;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
7;типо;ТИПО;PART;distort;;о;п;и;т;;;S;ТИПО;S m anim nonflex nonflex
8;очень;ОЧЕНЬ;ADV -;;;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -
9;близко;БЛИЗКО;ADV -;;;о;к;з;и;л;б;ADV;БЛИЗКО;ADV -
10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
11;ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
12;потому что;потому что;;раздельно;;о;т;ч; ;у;м;ZERO;потому что;ZERO
13;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
14;в;В;PR;;;в;;;;;;PR;В;PR
15;«;«;PUNC;;;;;;;;;PUNC;«;PUNC
16;физруке;ФИЗРУК;S m anim loc sg;;;е;к;у;р;з;и;S;ФИЗРУК;S m anim loc sg
17;»;»;PUNC;;;;;;;;;PUNC;»;PUNC
18;снимался;СНИМАТЬСЯ;V ipf praet sg indic m -;;;я;с;л;а;м;и;V;СНИМАТЬСЯ;V ipf praet sg indic m -
19;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
20;тот;ТОТ;APRO - nom sg plen m -;;;т;о;т;;;;A;ТОТ;A - nom sg plen m -
21;пацан;ПАЦАН;S m anim nom sg;;;н;а;ц;а;п;;S;ПАЦАН;S m anim nom sg
22;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
23;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
24;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
26;Нагиев;НАГИЕВ;persn;;;в;е;и;г;а;н;S;НАГИЕВ;S m anim nom sg
27;очень;ОЧЕНЬ;ADV -;;;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -
28;близко;БЛИЗКО;ADV -;;;о;к;з;и;л;б;ADV;БЛИЗКО;ADV -
29;это;ЭТО;SPRO - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg
30;всё;ВСЕ;SPRO - nom sg;;;ё;с;в;;;;ADV;ВСЕ;ADV -
31;воспринял;ВОСПРИНЯТЬ;V pf praet sg indic m -;;;л;я;н;и;р;п;V;ВОСПРИНЯТЬ;V pf praet sg indic m -
32;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
33;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
34;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
35;говорит;ГОВОРИТЬ;V ipf praes sg indic - 3p;;;т;и;р;о;в;о;V;ГОВОРИТЬ;V ipf praes sg indic - 3p
36;:;:;PUNC;;;;;;;;;PUNC;:;PUNC
37;«;«;PUNC;;;;;;;;;PUNC;«;PUNC
38;тот;ТОТ;APRO - nom sg plen m -;;;т;о;т;;;;A;ТОТ;A - nom sg plen m -
39;кто;КТО;SPRO- nom sg;;;о;т;к;;;;S;КТО;S m - nom sg
40;это;ЭТО;SPRO acc sg;;;о;т;э;;;;S;ЭТО;S n inan acc sg
41;сделал;СДЕЛАТЬ;V pf praet sg indic m -;;;л;а;л;е;д;с;V;СДЕЛАТЬ;V pf praet sg indic m -
42;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
43;ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
44;кто;КТО;SPRO- nom sg;;;о;т;к;;;;S;КТО;S m - nom sg
45;там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -
46;их;ОНИ;SPRO pl - - acc;;;х;и;;;;;SPRO;ОНИ;SPRO pl - - acc
47;сбил;СБИТЬ;V pf praet sg indic m -;;;л;и;б;с;;;V;СБИТЬ;V pf praet sg indic m -
48;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
49;тот;ТОТ;APRO - nom sg plen m -;;;т;о;т;;;;A;ТОТ;A - nom sg plen m -
50;точно;ТОЧНО;ADV -;;;о;н;ч;о;т;;ADV;ТОЧНО;ADV -
51;поплатится;ПОПЛАТИТЬСЯ;V pf fut sg indic - 3p;;;я;с;т;и;т;а;V;ПОПЛАТИТЬСЯ;V pf fut sg indic - 3p
52;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
2;Лада;ЛАДА;persn;;;а;д;а;л;;;S;ЛАДА;S f anim nom sg
3;Там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -
4;вообще;ВООБЩЕ;ADV -;;;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -
5;ситуация;СИТУАЦИЯ;S f inan nom sg;;;я;и;ц;а;у;т;S;СИТУАЦИЯ;S f inan nom sg
6;была;БЫТЬ;V ipf praet sg indic f -;;;а;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic f -
7;такая;ТАКОЙ;A - nom sg plen f -;;;я;а;к;а;т;;A;ТАКОЙ;A - nom sg plen f -
8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
9;что;ЧТО;CONJ;;;о;т;ч;;;;CONJ;ЧТО;CONJ
10;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
11;ехал;ЕХАТЬ;V ipf praet sg indic m -;;;л;а;х;е;;;V;ЕХАТЬ;V ipf praet sg indic m -
12;по;ПО;PR;;;о;п;;;;;PR;ПО;PR
13;мкаду;МКАД;S m inan dat sg;;;у;д;а;к;м;;S;МКАД;S m inan gen sg
14;ночью;НОЧЬ;S f inan ins sg;;;ю;ь;ч;о;н;;S;НОЧЬ;S f inan ins sg
15;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
16;увидел;УВИДЕТЬ;V pf praet sg indic m -;;;л;е;д;и;в;у;V;УВИДЕТЬ;V pf praet sg indic m -
17;аварию;АВАРИЯ;S f inan acc sg;;;ю;и;р;а;в;а;S;АВАРИЯ;S f inan acc sg
18;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
19;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
20;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
21;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
22;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
23;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
24;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
26;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
27;лю;ЛЮ;;distort ;;ю;л;;;;;NONLEX;ЛЮ;NONLEX
28;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
29;лю;ЛЮ;;distort ;;ю;л;;;;;NONLEX;ЛЮ;NONLEX
30;-;-;PUNC;;;;;;;;;PUNC;-;PUNC
31;людей;ЧЕЛОВЕК;S m anim gen pl;;;й;е;д;ю;л;;S;ЧЕЛОВЕК;S m anim acc pl
32;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
33;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
34;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;людей;ЧЕЛОВЕК;S m anim gen pl;;;й;е;д;ю;л;;S;ЧЕЛОВЕК;S m anim acc pl
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
